,target-0.5_stop-0.5,target-0.5_stop-1.0,target-0.5_stop-1.5,target-0.5_stop-2.0,target-0.5_stop-2.5,target-1.0_stop-0.5,target-1.0_stop-1.0,target-1.0_stop-1.5,target-1.0_stop-2.0,target-1.0_stop-2.5,target-1.5_stop-0.5,target-1.5_stop-1.0,target-1.5_stop-1.5,target-1.5_stop-2.0,target-1.5_stop-2.5,target-2.0_stop-0.5,target-2.0_stop-1.0,target-2.0_stop-1.5,target-2.0_stop-2.0,target-2.0_stop-2.5,target-2.5_stop-0.5,target-2.5_stop-1.0,target-2.5_stop-1.5,target-2.5_stop-2.0,target-2.5_stop-2.5
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.stdDev,0.0014283588005444862,0.0019150709280280978,0.0023060113583029747,0.0026239169951893988,0.0028757077805607193,0.001976673861222893,0.0026439039110718594,0.0031900950204325177,0.003625388136001964,0.003956101314166958,0.0024056856166021386,0.003234639453522281,0.0039139462351608124,0.00448860257663381,0.004912065973980988,0.002752534666932834,0.003773503542656256,0.004572474876263221,0.005252528701697547,0.005770246820894306,0.003175476511248481,0.004354145539064345,0.0052274542998576356,0.005979194208192795,0.006573977496564338
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.min,-0.004873142595115422,-0.006267033056859019,-0.008872522631909598,-0.011600452334591714,-0.014328382037273832,-0.006706965636438895,-0.007517565468311406,-0.009017470189970525,-0.011600452334591714,-0.014328382037273832,-0.007574213342235059,-0.008768913390024842,-0.009958105550661065,-0.011600452334591714,-0.014328382037273832,-0.007574213342235059,-0.008768913390024842,-0.009958105550661065,-0.011600452334591714,-0.014328382037273832,-0.007574213342235059,-0.008768913390024842,-0.009958105550661065,-0.012441804557987865,-0.015090600309773125
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.firstQuartile,-0.0021252684933179998,-0.002831487390224257,-0.0031918301434397506,-0.0032805023043369235,-0.0020471133985762143,-0.002425898554099417,-0.003276586396481695,-0.003968829391916177,-0.004420730164350119,-0.004612085794838511,-0.0024878124293672317,-0.0034189460215422866,-0.004184800726087282,-0.004845415075118909,-0.005235189707569945,-0.0025139706167840014,-0.0034657913361851055,-0.004310008754281999,-0.0050598171379537225,-0.005555002939221645,-0.0025229106979487593,-0.003501300889365167,-0.0044048773697494895,-0.005196210028572274,-0.005790417914421818
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.median,-0.001537933496705019,2.3949654584547625e-06,0.000139730251773668,0.00022241374093919555,0.0002780105686784693,-0.0019387593237795084,-0.002335442158785557,-0.0015907230036607564,0.0008310732826220962,0.0011031558180498047,-0.0020025790967669777,-0.0025768467380593144,-0.00280228073138178,-0.0018718321229884312,0.0018139858468273155,-0.0020400629420445817,-0.0026636734578761602,-0.0030454641463218573,-0.0030594169942686493,-0.0010542227742956316,-0.0020575092852385224,-0.0027132766928728044,-0.003204872074894429,-0.0034039360836583725,-0.0029791782408681903
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.thirdQuartile,0.00026705629104725357,0.00044944829558094034,0.0005526110656460662,0.0006140804045175997,0.0006549054610709904,-0.0006192743086269014,0.0013231138372713312,0.0017416719895778227,0.0019830564535235637,0.0021036808570967748,-0.0013589381092164862,0.0021148268393852442,0.0028502798952888715,0.003336906829181539,0.003543747659519364,-0.0014951333760272998,0.002280332964035976,0.0038659578679210668,0.0045460405011291975,0.004914967000235264,-0.0015400024506776284,-0.0011870978509720828,0.004766412119928661,0.005716125966442016,0.0062267144055113905
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.max,0.009539173106950677,0.009539173106950677,0.009539173106950677,0.009539173106950677,0.009539173106950677,0.012656727430543848,0.012656727430543848,0.012656727430543848,0.012656727430543848,0.012656727430543848,0.01577428175413664,0.01577428175413664,0.01577428175413664,0.01577428175413664,0.01577428175413664,0.01144689967752033,0.013931197614337544,0.013931197614337544,0.017064036095617095,0.017064036095617095,0.014607400154958023,0.018196230205411515,0.018196230205411515,0.018196230205411515,0.018196230205411515
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.summary.range,0.014412315702066098,0.015806206163809698,0.018411695738860277,0.02113962544154239,0.02386755514422451,0.019363693066982744,0.020174292898855254,0.021674197620514375,0.024257179765135563,0.02698510946781768,0.0233484950963717,0.02454319514416148,0.025732387304797703,0.027374734088728356,0.030102663791410474,0.019021113019755388,0.022700111004362387,0.02388930316499861,0.028664488430208808,0.031392418132890926,0.02218161349719308,0.026965143595436357,0.028154335756072582,0.03063803476339938,0.03328683051518464
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.positiveCount,901,1248,1513,1692,1828,634,979,1266,1494,1667,483,779,1040,1259,1442,395,671,912,1119,1297,359,621,834,1020,1192
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.negativeCount,1584,1237,972,793,657,1973,1628,1341,1113,940,2124,1828,1567,1348,1165,2212,1936,1695,1488,1310,2248,1986,1773,1587,1415
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.positiveProportion,0.36257545271629776,0.5022132796780684,0.6088531187122737,0.6808853118712274,0.7356136820925553,0.24319140774836978,0.3755274261603376,0.4856156501726122,0.57307249712313,0.6394322976601458,0.1852704257767549,0.2988108937476026,0.3989259685462217,0.4829305715381665,0.5531261986958189,0.15151515151515152,0.25738396624472576,0.34982738780207134,0.42922899884925203,0.49750671269658614,0.13770617568085922,0.238204833141542,0.31990794016110474,0.3912543153049482,0.45723053317990026
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.negativeProportion,0.6374245472837022,0.4977867203219316,0.39114688128772634,0.31911468812877264,0.26438631790744466,0.7568085922516302,0.6244725738396625,0.5143843498273878,0.42692750287687,0.36056770233985425,0.8147295742232451,0.7011891062523974,0.6010740314537782,0.5170694284618336,0.44687380130418103,0.8484848484848485,0.7426160337552743,0.6501726121979287,0.570771001150748,0.5024932873034139,0.8622938243191408,0.761795166858458,0.6800920598388953,0.6087456846950517,0.5427694668200997
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.34364613277811396,0.48236184686242456,0.5893480051451286,0.6621504724145657,0.7178030892876791,0.22683046236319884,0.3568960262250297,0.4662646786390158,0.5538217173621351,0.6206647801957096,0.17052195453534058,0.2812796454800927,0.3800589177724636,0.46358343079760467,0.5338027362947863,0.13795332475142044,0.2406887263688357,0.3315049007929374,0.41012733907227683,0.4781373832067586,0.12469956515436205,0.22196128151633526,0.30201758065349904,0.37245755914440093,0.4379711202336858
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.38182871643926053,0.5220568436252279,0.6281042824328785,0.6991890245280277,0.7528680198868996,0.26013518532071483,0.3944371219425765,0.5049984649904029,0.5921629366858232,0.6578881746971794,0.2007262446114877,0.31679373661768495,0.41801678270135845,0.5023119962668117,0.5723312167221439,0.16586349949692236,0.2746218910700159,0.36848354010367973,0.44848955898482457,0.5168861649618964,0.15153148140448192,0.25503939506785367,0.33820066901976287,0.4102915510346618,0.476581437403917
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.6181712835607394,0.4779431563747721,0.3718957175671215,0.30081097547197244,0.24713198011310045,0.7398648146792852,0.6055628780574236,0.49500153500959704,0.4078370633141768,0.3421118253028205,0.7992737553885124,0.6832062633823149,0.5819832172986416,0.49768800373318833,0.42766878327785623,0.8341365005030777,0.7253781089299842,0.6315164598963201,0.5515104410151754,0.48311383503810357,0.8484685185955181,0.7449606049321466,0.6617993309802372,0.5897084489653381,0.523418562596083
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.656353867221886,0.5176381531375756,0.41065199485487136,0.33784952758543446,0.2821969107123208,0.7731695376368013,0.6431039737749702,0.5337353213609842,0.4461782826378651,0.3793352198042904,0.8294780454646593,0.7187203545199075,0.6199410822275364,0.5364165692023954,0.46619726370521375,0.8620466752485796,0.7593112736311644,0.6684950992070626,0.5898726609277232,0.5218626167932415,0.8753004348456379,0.7780387184836649,0.6979824193465011,0.627542440855599,0.5620288797663142
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.0010876718978654887,-0.0011841147395659452,-0.0011665120268318228,-0.0011221237284941067,-0.0010620253713611776,-0.001283701067208572,-0.0013255319997796608,-0.0012341615308896553,-0.0010686549289954418,-0.0009189179371807464,-0.001295789967031728,-0.0013177162345564867,-0.0012007071571123904,-0.0009971176866859215,-0.0007776884005666026,-0.0012844891528794998,-0.0012158590560419418,-0.0010555421945064793,-0.0008110717916055218,-0.0005490622091987663,-0.0011960548680221871,-0.0010305048129558645,-0.0008582295635494977,-0.0006224471878039738,-0.00031330826037820195
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin.meanCI_95.upperLimit,-0.000975351098539184,-0.0010335207170271493,-0.0009851759095191473,-0.0009157886996811766,-0.0008358904559475392,-0.001131943424892997,-0.0011225482744801486,-0.0009892443958171107,-0.0007903184938395985,-0.0006151912476255452,-0.0011110952713158807,-0.0010693792342868556,-0.0009002168918996662,-0.0006525086150102617,-0.0004005682464867904,-0.0010731653833694463,-0.0009261511724416081,-0.0007044938903924087,-0.00040781286882532854,-0.00010605586895399071,-0.000952260057947943,-0.0006962185787571241,-0.00045689570902681867,-0.00016339906975939436,0.00019140389527151286
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.mean,0.00016797037712501327,9.05713238607885e-05,0.00012358467624936297,0.00018054073662587868,0.0002506230854487223,-8.552070640808269e-06,-2.478943487310264e-05,8.768262444327216e-05,0.00027011766715591835,0.0004327448217344477,-4.167185056350168e-06,5.739580686089752e-06,0.00014899709653719577,0.0003749169114082421,0.000610884730317382,2.0477722147935794e-05,0.00012842934029385256,0.0003196457341655762,0.0005905463321857369,0.0008727680863519758,0.0001252732064610187,0.000336322080374215,0.0005423682470783192,0.0008073255126486363,0.0011396950631750345
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.stdDev,0.0014300738601409006,0.0019173703928206088,0.002308780233257908,0.00262706758593808,0.002879160701650045,0.0019790472939159834,0.0026470785005188076,0.003193925432704398,0.0036297412136117356,0.003960851485846979,0.0024085741724755895,0.003238523351205114,0.00391864579037613,0.004493992133459869,0.004917963991960549,0.002755839691547923,0.00377803446546113,0.004577965140273147,0.005258835520230723,0.00577717527415135,0.0031792893707777,0.004359373650578134,0.005233731011044178,0.005986373548847012,0.006581871005665679
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.min,-0.0036782734447392803,-0.0050738375792407486,-0.00768245561886005,-0.010413660802474014,-0.013144865986087788,-0.005514298394857578,-0.006325871530510651,-0.007827577218415545,-0.010413660802474014,-0.013144865986087788,-0.006382587422693983,-0.007578721971241685,-0.008769342019202996,-0.010413660802474014,-0.013144865986087788,-0.006382587422693983,-0.007578721971241685,-0.008769342019202996,-0.010413660802474014,-0.013144865986087788,-0.006382587422693983,-0.007578721971241685,-0.008769342019202996,-0.01125602325467546,-0.013907999469640933
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.0009270999143626477,-0.0016341667827280968,-0.0019949422068498797,-0.0020837208382224167,-0.0008488509772017437,-0.0012280909478007006,-0.0020798002284566847,-0.0027728744141996796,-0.0032253177931247426,-0.0034169031882283615,-0.0012900791643235283,-0.002222330787627794,-0.0029891050695647356,-0.0036505126317430397,-0.0040407552745592,-0.0013162687604103558,-0.002269232350397004,-0.0031144634375971664,-0.0038651721315153716,-0.00436095251249265,-0.0013252195761133193,-0.002304784540623119,-0.00320944596374975,-0.004001728791864526,-0.0045966501552636325
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.median,-0.00033905969261848053,0.001203118273401674,0.001340618461001273,0.0014234012299217654,0.0014790648139080282,-0.0007403667994535333,-0.0011375259396444717,-0.00039191258501397515,0.0020327916015526284,0.0023052008320398293,-0.0008042632021462321,-0.001379220378329124,-0.0016049250548535597,-0.0006733592378048864,0.0030168843689566964,-0.0008417920550427588,-0.001466151352762569,-0.0018484004650886458,-0.0018623700665050531,0.00014523183113837333,-0.0008592593464176449,-0.0015158141473768788,-0.002007999798018275,-0.0022073028270048565,-0.001782034968794071
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0014680973832518719,0.001650708389592026,0.0017539950293030267,0.0018155381756657168,0.0018564122516986333,0.0005807025483169191,0.0025254229593493476,0.002944483682981525,0.0031861579821848254,0.0033069272219442914,-0.0001598493817110811,0.0033180865874413547,0.004054422716856123,0.0045416339536512584,0.004748723142000362,-0.00029620818096157787,0.003483791438677606,0.00507132023478268,0.005752219457104246,0.006121588933795703,-0.00034113113082658714,1.2197208642562147e-05,0.005972855680609072,0.006923709867942752,0.007434911380983226
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.max,0.010751347419266335,0.010751347419266335,0.010751347419266335,0.010751347419266335,0.010751347419266335,0.013872645054034436,0.013872645054034436,0.013872645054034436,0.013872645054034436,0.013872645054034436,0.016993942688802346,0.016993942688802346,0.016993942688802346,0.016993942688802346,0.016993942688802346,0.012661364636108447,0.015148645520218343,0.015148645520218343,0.018285245664673228,0.018285245664673228,0.015825659991045668,0.019418799223068536,0.019418799223068536,0.019418799223068536,0.019418799223068536
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.summary.range,0.014429620864005614,0.01582518499850708,0.018433803038126386,0.021165008221740347,0.023896213405354125,0.019386943448892014,0.020198516584545086,0.02170022227244998,0.02428630585650845,0.027017511040122226,0.02337653011149633,0.02457266466004403,0.025763284708005343,0.027407603491276362,0.030138808674890133,0.01904395205880243,0.022727367491460027,0.02391798753942134,0.02869890646714724,0.03143011165076102,0.02220824741373965,0.02699752119431022,0.028188141242271533,0.030674822477743995,0.03332679869270947
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.positiveCount,1024,1281,1528,1701,1835,719,1004,1283,1504,1676,578,809,1061,1273,1453,495,702,934,1134,1310,461,652,856,1035,1205
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.negativeCount,1461,1204,957,784,650,1888,1603,1324,1103,931,2029,1798,1546,1334,1154,2112,1905,1673,1473,1297,2146,1955,1751,1572,1402
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.positiveProportion,0.41207243460764587,0.5154929577464789,0.6148893360160966,0.6845070422535211,0.738430583501006,0.2757959340237821,0.3851169927119294,0.4921365554276947,0.5769083237437668,0.6428845416187189,0.22171077867280398,0.31031837360951287,0.4069812044495589,0.48830072880705794,0.5573456079785194,0.189873417721519,0.26927502876869963,0.3582662063674722,0.43498273878020716,0.5024932873034139,0.17683160721135405,0.25009589566551593,0.32834675872650554,0.3970080552359033,0.46221710778672803
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.negativeProportion,0.5879275653923541,0.48450704225352115,0.3851106639839034,0.3154929577464789,0.26156941649899396,0.7242040659762179,0.6148830072880705,0.5078634445723054,0.42309167625623323,0.35711545838128117,0.778289221327196,0.6896816263904871,0.5930187955504411,0.5116992711929421,0.4426543920214806,0.810126582278481,0.7307249712313003,0.6417337936325278,0.5650172612197929,0.49750671269658614,0.823168392788646,0.7499041043344841,0.6716532412734945,0.6029919447640967,0.5377828922132719
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.39263392857142854,0.4956357499243508,0.5954254088987048,0.6658239982497524,0.7206757313288914,0.2587059790666504,0.36638590728911946,0.4727735471853499,0.5576783397163885,0.624143225139798,0.20589507600106086,0.2925854892533174,0.38804368639888553,0.4689396227919649,0.5380278200677038,0.17497871495500397,0.25232618395560624,0.3398351987568776,0.41584405580790595,0.48311383503810357,0.16236096650281995,0.23356810446484227,0.31032766818451524,0.37815901709096755,0.4429380784877927
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.4317235474615269,0.5353172624614878,0.6340784667723136,0.702757069762324,0.7556208221005722,0.29339105615590233,0.404111600992183,0.5115216324326632,0.5959692700045474,0.6612999421863388,0.23815572495016046,0.32847439817509805,0.4261238323485298,0.5076838684667332,0.5765313959505807,0.2054644234572785,0.28674983210064325,0.37701314465954794,0.45426467702358586,0.5218626167932415,0.19202673604399662,0.2671883220548231,0.34675070934932173,0.41608617714551566,0.48157896591321137
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.5682764525384731,0.46468273753851236,0.36592153322768645,0.29724293023767606,0.2443791778994278,0.7066089438440977,0.595888399007817,0.48847836756733676,0.40403072999545253,0.3387000578136612,0.7618442750498395,0.6715256018249021,0.5738761676514701,0.49231613153326687,0.4234686040494192,0.7945355765427216,0.7132501678993568,0.6229868553404521,0.5457353229764141,0.4781373832067586,0.8079732639560032,0.732811677945177,0.6532492906506784,0.5839138228544845,0.5184210340867885
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,0.6073660714285714,0.5043642500756491,0.40457459110129523,0.33417600175024764,0.2793242686711087,0.7412940209333496,0.6336140927108805,0.5272264528146504,0.4423216602836114,0.3758567748602021,0.7941049239989391,0.7074145107466827,0.6119563136011145,0.5310603772080352,0.46197217993229606,0.8250212850449961,0.7476738160443936,0.6601648012431225,0.584155944192094,0.5168861649618964,0.8376390334971802,0.7664318955351577,0.6896723318154849,0.6218409829090326,0.557061921512207
backtestResult.results.groupedByEntryType.bullish.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,0.00011174254452250143,1.5183901931471207e-05,3.2807750602443345e-05,7.724934687692023e-05,0.00013741986533521094,-8.452200104953607e-05,-0.0001264031608760501,-3.492298159714615e-05,0.00013078234745562964,0.0002806991315358609,-9.662541626171202e-05,-0.0001185780111038805,-1.4284384697341949e-06,0.00020240548599366064,0.0004220982453402659,-8.531103299102736e-05,-1.6598530593927213e-05,0.00014391082667281096,0.00038867477018160294,0.0006509989528474112,3.2294367190291234e-06,0.00016897827111903195,0.00034146037493733815,0.0005775258593989837,0.0008870359762513278
